,restaurant_name,city,cuisines,swiggy_rating,swiggy_total_reviews,zomato_rating,zomato_total_reviews,avg_cost_per_person_inr,price_category,swiggy_delivery_fee_inr,zomato_delivery_fee_inr,swiggy_avg_delivery_time_minutes,zomato_avg_delivery_time_minutes,swiggy_estimated_monthly_orders,zomato_estimated_monthly_orders,swiggy_estimated_monthly_revenue_inr,zomato_estimated_monthly_revenue_inr,repeat_customer_pct,platform_performance_better
7571,The Bakery Hub (3),Jaipur,Bakery,4.1,1420,4.2,2151,259,Budget,33,26,23,24,173,297,44807,76923,46,Zomato Better
7572,Silk Bowl (6),Mumbai,Thai; Biryani,5,2519,4.6,4218,809,Premium,38,40,28,20,408,521,330072,421489,59,Zomato Better
7573,Twist Hub (4),Delhi,North Indian,4.4,1455,4.3,611,259,Budget,41,50,29,32,168,250,43512,64750,53,Zomato Better
7574,Barrel Street Republic,Mumbai,Street Food,3.9,844,4.2,809,964,Premium,30,33,23,32,196,192,188944,185088,47,Swiggy Better
7575,Cinnamon House (4),Lucknow,South Indian; Vietnamese,4.3,625,4.1,1568,280,Budget,16,24,18,24,194,294,54320,82320,66,Zomato Better
7576,The Mexican Tadka (5),Ahmedabad,Mexican; Street Food,4.7,2097,4.8,2774,290,Budget,48,48,30,28,282,424,81780,122960,67,Zomato Better
7577,The Seafood Junction (4),Mumbai,Seafood; Lebanese,4.8,3163,4.3,1530,342,Mid-Range,52,40,24,26,430,280,147060,95760,63,Swiggy Better
7578,Silk Bar & Grill (3),Mumbai,Biryani; Mediterranean,4.5,2645,4.7,2757,433,Mid-Range,89,89,47,50,346,369,149818,159777,60,Zomato Better
7579,Nawab Street Eatery,Delhi,Street Food,4.1,534,4.2,1255,2318,Luxury,27,41,25,23,205,155,475190,359290,45,Swiggy Better
7580,Sultan Desserts Table,Bangalore,Desserts,4.8,1455,5,1098,369,Mid-Range,92,78,43,47,259,344,95571,126936,71,Zomato Better
7581,Sunrise Cellar,Kolkata,Lebanese; South Indian,4,1664,3.8,1512,432,Mid-Range,32,23,17,22,298,198,128736,85536,37,Swiggy Better
7582,Heritage Fast Republic,Mumbai,Fast Food; Pan-Asian,4.1,1962,4.1,1167,300,Mid-Range,36,45,24,30,261,255,78300,76500,45,Swiggy Better
7583,Delhi Express (6),Kolkata,Fast Food; Multi-Cuisine,4.1,711,4.3,944,468,Mid-Range,45,42,27,33,244,267,114192,124956,47,Zomato Better
7584,Lotus Bhavan (9),Pune,Fast Food,3.5,971,3.8,378,383,Mid-Range,28,27,20,21,119,113,45577,43279,42,Zomato Better
7585,Basil Darbar (7),Delhi,Korean; Desserts,3.6,816,3.5,1267,282,Budget,45,43,22,26,266,432,75012,121824,32,Zomato Better
7586,Silk Cafe Darbar,Mumbai,Cafe; Biryani,4.5,1782,4.1,1540,387,Mid-Range,29,28,22,20,282,267,109134,103329,51,Balanced
7587,The Lebanese Spot (2),Lucknow,Lebanese; Chinese,4.2,803,4.4,485,522,Mid-Range,63,58,33,38,187,156,97614,81432,54,Swiggy Better
7588,Ember South Grill,Hyderabad,South Indian; Korean,3.4,1118,3.7,955,372,Mid-Range,59,56,36,33,174,272,64728,101184,34,Zomato Better
7589,Saffron Cafe Express,Delhi,Cafe; Mughlai,4.5,1831,4.4,2121,307,Mid-Range,50,51,30,34,392,247,120344,75829,62,Swiggy Better
7590,The Japanese Grill (3),Delhi,Japanese,4.6,1147,4.4,3346,267,Budget,37,37,22,24,358,414,95586,110538,63,Zomato Better
7591,Sunrise Korean Bites,Ahmedabad,Korean; Fast Food,4.6,1181,4.9,1361,519,Mid-Range,34,26,23,24,157,162,81483,84078,67,Zomato Better
7592,Wok Street Corner,Kolkata,Street Food; Pan-Asian,4.5,2475,4.2,1990,361,Mid-Range,79,87,42,43,281,279,101441,100719,58,Balanced
7593,The Street Darbar (5),Kolkata,Street Food,4.4,641,4.3,1944,1175,Premium,85,81,41,37,242,228,284350,267900,47,Balanced
7594,The Italian Kitchen Co. (4),Hyderabad,Italian; Mughlai,4.3,1034,4.3,2668,582,Mid-Range,34,37,26,23,411,383,239202,222906,60,Swiggy Better
7595,Harvest Pan-Asian Diner,Ahmedabad,Pan-Asian,3.9,1370,3.7,951,338,Mid-Range,63,58,35,31,214,109,72332,36842,48,Swiggy Better
7596,Copper Eatery (5),Bangalore,Seafood; Vietnamese,4,644,4.1,1081,568,Mid-Range,30,34,25,22,290,266,164720,151088,52,Swiggy Better
7597,The Chinese Table (5),Chennai,Chinese; Desserts,4.4,1982,4.3,1064,520,Mid-Range,36,32,20,22,298,310,154960,161200,60,Swiggy Better
7598,Nawab Kitchen Co. (2),Delhi,North Indian; Street Food,5,931,4.6,2855,516,Mid-Range,51,47,26,22,312,346,160992,178536,56,Balanced
7599,Tandoor Kitchen Co. (7),Pune,Lebanese,4.4,757,4.4,1442,359,Mid-Range,58,49,31,29,267,284,95853,101956,52,Zomato Better
7600,The Vegan Tadka (6),Lucknow,Vegan; North Indian,4.5,1139,4.5,1455,846,Premium,32,25,19,22,163,166,137898,140436,60,Balanced
7601,Basil Cafe (3),Lucknow,Multi-Cuisine,4.2,641,4.1,1416,500,Mid-Range,27,29,23,17,208,271,104000,135500,57,Zomato Better
7602,Copper Japanese Bar & Grill,Pune,Japanese; South Indian,4.6,995,4.4,1561,242,Budget,28,37,23,23,310,184,75020,44528,63,Swiggy Better
7603,Harvest Corner (5),Pune,Vegan,4.1,1508,4.2,955,614,Mid-Range,38,41,27,28,168,133,103152,81662,40,Swiggy Better
7604,The Vietnamese Junction (6),Ahmedabad,Vietnamese,5,786,5,2069,338,Mid-Range,23,29,22,19,214,251,72332,84838,68,Zomato Better
7605,The Italian Bar & Grill (4),Lucknow,Italian; Vegan,4.5,803,4.4,1036,1111,Premium,31,39,17,26,113,125,125543,138875,63,Zomato Better
7606,Ember Bites (2),Kolkata,Continental; Italian,4.8,2599,4.7,1066,1266,Premium,37,29,18,24,346,223,438036,282318,64,Swiggy Better
7607,The Fast Hub (2),Mumbai,Fast Food,4.6,2177,4.5,2846,274,Budget,97,98,49,45,455,346,124670,94804,56,Swiggy Better
7608,Wok Deck (4),Bangalore,Fast Food,3.6,2864,3.5,710,377,Mid-Range,55,50,28,29,392,270,147784,101790,33,Swiggy Better
7609,The Multi-Cuisine Darbar (4),Ahmedabad,Multi-Cuisine,4.5,351,4.4,1726,403,Mid-Range,46,42,24,31,174,237,70122,95511,49,Zomato Better
7610,The Continental Diner (8),Chennai,Continental; Desserts,4.3,1662,4.1,2032,442,Mid-Range,38,39,25,24,194,239,85748,105638,52,Zomato Better
7611,Harvest Street Eatery,Chennai,Street Food,4.4,982,4.6,943,878,Premium,78,80,35,43,279,324,244962,284472,54,Zomato Better
7612,Sunrise Room (7),Hyderabad,Japanese,4.6,1456,4.6,1063,2146,Luxury,27,23,27,20,179,197,384134,422762,59,Zomato Better
7613,Roots Foods (6),Delhi,Multi-Cuisine; Mediterranean,4.6,2173,4.4,1661,389,Mid-Range,51,55,32,31,510,277,198390,107753,63,Swiggy Better
7614,The Mediterranean Point (7),Delhi,Mediterranean,4.9,765,4.6,3337,436,Mid-Range,79,72,34,39,304,522,132544,227592,62,Zomato Better
7615,Tandoor Bites (3),Kolkata,Mughlai,4.6,2264,4.8,1480,235,Budget,66,54,34,33,284,258,66740,60630,64,Swiggy Better
7616,Bistro Cafe Point,Bangalore,Cafe,3.8,2204,3.6,1519,196,Budget,27,31,21,22,265,280,51940,54880,30,Zomato Better
7617,Copper Spot (6),Hyderabad,Biryani,4.3,706,4.7,633,703,Premium,26,31,21,20,241,296,169423,208088,61,Zomato Better
7618,The Seafood Deck (4),Chennai,Seafood,4.5,2340,4.4,480,1016,Premium,63,58,36,30,306,226,310896,229616,61,Swiggy Better
7619,Heritage Grill (2),Kolkata,Lebanese,4.2,1786,4.2,2227,858,Premium,56,56,35,32,232,251,199056,215358,47,Balanced
7620,The Biryani Hub (7),Bangalore,Biryani; Vegan,3.9,2136,3.6,1582,240,Budget,59,61,28,32,327,189,78480,45360,37,Swiggy Better
7621,The Multi-Cuisine House (5),Chennai,Multi-Cuisine,4.4,1756,4.3,1859,724,Premium,55,59,32,29,300,292,217200,211408,58,Balanced
7622,Cinnamon Room (7),Mumbai,Japanese,4.8,1951,4.7,1335,840,Premium,71,60,41,38,247,342,207480,287280,58,Zomato Better
7623,Zaffran Table (4),Mumbai,Mexican,4.2,1623,4.3,2400,157,Budget,41,41,23,27,207,293,32499,46001,50,Zomato Better
7624,The Mughlai Eatery (6),Delhi,Mughlai; Chinese,4.3,597,4.2,766,441,Mid-Range,42,36,25,27,180,152,79380,67032,50,Swiggy Better
7625,Basil Table (7),Mumbai,Mexican; Thai,5,3790,4.7,2910,253,Budget,31,30,24,21,597,395,151041,99935,64,Swiggy Better
7626,Green Foods (6),Jaipur,North Indian; Continental,4.9,819,4.5,379,889,Premium,16,26,15,21,173,160,153797,142240,65,Swiggy Better
7627,The Pan-Asian Kitchen Co. (6),Ahmedabad,Pan-Asian; Street Food,3.9,1774,3.7,914,304,Mid-Range,49,41,28,28,229,177,69616,53808,47,Swiggy Better
7628,Sunrise Thai Diner,Mumbai,Thai,4.9,1171,4.8,1466,120,Budget,36,37,19,26,215,293,25800,35160,60,Zomato Better
7629,Golden Darbar (5),Kolkata,Mughlai,4.1,1072,4,631,609,Mid-Range,72,77,40,41,158,225,96222,137025,45,Zomato Better
7630,Delhi Italian Eatery,Pune,Italian; Desserts,4.3,922,4.6,1090,368,Mid-Range,58,53,29,35,271,196,99728,72128,60,Swiggy Better
7631,The Thai Hub (5),Chennai,Thai,4.9,2417,4.8,3586,314,Mid-Range,44,35,29,20,411,538,129054,168932,63,Zomato Better
7632,Harvest Express (3),Ahmedabad,Japanese; Vegan,3.8,958,3.9,404,554,Mid-Range,24,28,18,22,223,104,123542,57616,45,Swiggy Better
7633,Saffron Mediterranean Bar & Grill,Pune,Mediterranean; Vietnamese,4.1,1822,4.3,3116,320,Mid-Range,30,31,24,28,235,371,75200,118720,54,Zomato Better
7634,Royal Cellar (4),Mumbai,Cafe; Lebanese,3.9,551,3.9,1902,233,Budget,21,23,24,24,227,292,52891,68036,39,Zomato Better
7635,Wok North House,Mumbai,North Indian,4.7,3729,4.5,3258,285,Budget,40,39,29,19,441,397,125685,113145,57,Swiggy Better
7636,The Desserts Eatery (5),Delhi,Desserts,3.8,1710,3.8,606,149,Budget,67,67,38,31,283,202,42167,30098,30,Swiggy Better
7637,Curry Table (4),Jaipur,Mediterranean,4,576,3.9,564,684,Mid-Range,31,20,22,22,264,149,180576,101916,43,Swiggy Better
7638,Barrel Grill (3),Pune,Thai,4.4,764,4.4,740,1112,Premium,95,91,52,48,94,105,104528,116760,55,Zomato Better
7639,The Mughlai Bar & Grill (3),Delhi,Mughlai; Mediterranean,4.5,1156,4.4,1708,415,Mid-Range,59,58,27,29,218,347,90470,144005,57,Zomato Better
7640,Green Point (7),Mumbai,Pan-Asian; Thai,4.3,1644,4.1,1323,365,Mid-Range,35,36,24,17,214,283,78110,103295,46,Zomato Better
7641,Delhi Mughlai Bhavan,Jaipur,Mughlai,4.3,1007,4.3,1463,367,Mid-Range,72,73,42,43,170,220,62390,80740,46,Zomato Better
7642,Nawab Republic (4),Bangalore,Seafood; Cafe,4.2,604,4,543,400,Mid-Range,56,55,35,28,250,233,100000,93200,50,Swiggy Better
7643,Golden Mediterranean Kitchen,Chennai,Mediterranean,3.4,1312,3.6,1360,494,Mid-Range,34,25,24,20,243,225,120042,111150,28,Swiggy Better
7644,The North Hub (8),Hyderabad,North Indian; Biryani,5,3694,4.8,769,276,Budget,58,59,32,34,422,357,116472,98532,70,Swiggy Better
7645,The Biryani Darbar (7),Bangalore,Biryani,4.7,1259,4.3,839,292,Budget,38,28,20,21,221,369,64532,107748,60,Zomato Better
7646,The South Corner (4),Mumbai,South Indian; Lebanese,3.2,1563,3.7,1430,1797,Luxury,43,45,30,28,183,258,328851,463626,37,Zomato Better
7647,Barrel Point (6),Delhi,Japanese; Korean,4.9,589,5,1364,229,Budget,53,56,31,28,274,254,62746,58166,63,Swiggy Better
7648,Lotus Bakery Foods,Bangalore,Bakery,4.3,2572,4.2,1456,239,Budget,33,37,18,25,310,444,74090,106116,55,Zomato Better
7649,Wok Desserts Bites,Chennai,Desserts; Biryani,4.4,1332,4.3,947,345,Mid-Range,59,48,27,31,175,181,60375,62445,59,Balanced
7650,Urban Diner (3),Kolkata,Mughlai; Italian,4.5,2471,4.5,3025,439,Mid-Range,47,48,31,29,495,408,217305,179112,61,Swiggy Better
7651,Delhi Japanese Deck,Bangalore,Japanese,4.9,891,4.8,1865,269,Budget,33,33,25,23,251,235,67519,63215,55,Swiggy Better
7652,The Street Eatery (7),Pune,Street Food,4.7,533,4.7,2163,335,Mid-Range,33,29,26,25,210,257,70350,86095,62,Zomato Better
7653,Lotus Cellar (3),Mumbai,Bakery,4.3,1745,4.2,1037,617,Mid-Range,42,41,28,31,418,516,257906,318372,48,Zomato Better
7654,Saffron Darbar (6),Bangalore,Street Food,3.8,1628,4,1066,545,Mid-Range,42,45,26,26,238,258,129710,140610,48,Zomato Better
7655,Harvest Mexican Darbar,Chennai,Mexican,4.3,2455,3.9,1515,372,Mid-Range,82,75,40,42,307,231,114204,85932,36,Swiggy Better
7656,Ember Mexican Hub,Kolkata,Mexican,4.2,1054,4.3,1902,915,Premium,48,48,34,35,225,299,205875,273585,57,Zomato Better
7657,The Bakery Foods (7),Kolkata,Bakery,4.4,842,4.7,2210,354,Mid-Range,39,37,25,32,133,287,47082,101598,55,Zomato Better
7658,Saffron Chinese Grill,Mumbai,Chinese; Lebanese,4.5,1241,4.1,1829,393,Mid-Range,44,40,28,29,329,268,129297,105324,57,Swiggy Better
7659,Spice Bowl (4),Pune,Multi-Cuisine; Biryani,4.9,891,4.7,794,364,Mid-Range,42,30,27,25,218,214,79352,77896,64,Swiggy Better
7660,Wok Express (6),Delhi,North Indian; Thai,4.7,2447,4.7,1766,284,Budget,67,66,33,36,398,376,113032,106784,63,Balanced
7661,Green Japanese Eatery,Lucknow,Japanese; Vegan,4.4,1742,4.7,1277,283,Budget,53,55,35,31,326,304,92258,86032,69,Balanced
7662,Sunrise Mediterranean Table (2),Hyderabad,Mediterranean; Biryani,3.7,1512,4,2131,509,Mid-Range,85,79,41,47,445,323,226505,164407,46,Swiggy Better
7663,The Chinese Junction (4),Jaipur,Chinese,4.7,3570,4.4,1151,425,Mid-Range,44,44,24,28,446,205,189550,87125,61,Swiggy Better
7664,The Desserts Point (4),Mumbai,Desserts; Vegan,4.7,1881,4.7,982,671,Mid-Range,43,37,30,31,237,271,159027,181841,66,Zomato Better
7665,The Pan-Asian Bites (3),Delhi,Pan-Asian; Multi-Cuisine,4.1,357,4,367,326,Mid-Range,48,49,25,30,148,177,48248,57702,52,Zomato Better
7666,Zaffran Italian Corner,Chennai,Italian,4.1,821,4.1,2120,579,Mid-Range,77,76,45,47,349,300,202071,173700,39,Swiggy Better
7667,Bistro Bites (3),Delhi,Continental,4.6,754,4.8,2429,266,Budget,44,32,26,19,212,453,56392,120498,69,Zomato Better
7668,Harvest Junction (3),Hyderabad,Biryani; Multi-Cuisine,4,686,4.1,455,603,Mid-Range,37,43,19,25,177,219,106731,132057,56,Zomato Better
7669,The Fast Bowl (2),Pune,Fast Food,4.4,916,4.3,552,372,Mid-Range,35,32,25,19,176,208,65472,77376,55,Zomato Better
7670,Cinnamon Biryani Tadka,Lucknow,Biryani,4.7,1045,5,2172,374,Mid-Range,32,35,21,28,192,279,71808,104346,60,Zomato Better
7671,Sultan Corner (6),Mumbai,Vietnamese,3.9,854,3.9,564,500,Mid-Range,52,44,30,32,244,202,122000,101000,49,Swiggy Better
7672,Bistro Continental Darbar,Jaipur,Continental,3.9,1188,4.4,941,396,Mid-Range,32,41,24,24,177,185,70092,73260,61,Swiggy Better
7673,The Vietnamese Bowl (5),Delhi,Vietnamese,4.5,2769,4.4,1515,271,Budget,74,66,40,43,478,250,129538,67750,58,Swiggy Better
7674,Copper Vegan Bar & Grill,Delhi,Vegan,3.5,704,3.7,1505,760,Premium,29,30,26,18,197,255,149720,193800,39,Zomato Better
7675,Basil Bhavan (2),Pune,Cafe; Biryani,4.3,692,4.4,624,570,Mid-Range,59,55,30,25,146,225,83220,128250,52,Zomato Better
7676,Twist Kitchen (7),Bangalore,Fast Food; South Indian,3.9,548,4.1,1127,240,Budget,69,71,37,37,238,168,57120,40320,46,Swiggy Better
7677,Saffron Grill (4),Lucknow,Vegan; Vietnamese,4.2,1335,4.3,2391,309,Mid-Range,30,28,15,24,188,315,58092,97335,63,Zomato Better
7678,The Desserts Tadka (7),Ahmedabad,Desserts; Continental,3.9,344,4,395,317,Mid-Range,51,57,27,29,111,139,35187,44063,40,Zomato Better
7679,Nawab Foods (5),Lucknow,Mexican,3.9,1053,4,1215,217,Budget,62,63,34,30,123,139,26691,30163,46,Zomato Better
7680,The Cafe Republic (6),Lucknow,Cafe,4.8,1123,4.9,1405,255,Budget,29,30,17,20,224,325,57120,82875,67,Zomato Better
7681,Nawab Kitchen Co. (3),Hyderabad,Italian,4.5,1609,4.6,3677,648,Mid-Range,30,36,27,25,219,419,141912,271512,62,Zomato Better
7682,The Japanese Point (3),Delhi,Japanese,4.4,1214,4.9,1643,365,Mid-Range,68,65,40,40,173,324,63145,118260,63,Zomato Better
7683,Bamboo Korean Corner,Ahmedabad,Korean; Continental,4.6,625,4.8,340,206,Budget,71,63,35,37,138,163,28428,33578,61,Zomato Better
7684,Terrace Kitchen Co. (7),Mumbai,Biryani; Cafe,5,581,4.8,2380,513,Mid-Range,37,38,29,23,229,386,117477,198018,68,Zomato Better
7685,The Pan-Asian Room (2),Kolkata,Pan-Asian; Mughlai,4.4,2651,4.3,625,1367,Luxury,49,46,31,26,474,275,647958,375925,45,Swiggy Better
7686,Urban Desserts Kitchen,Delhi,Desserts; Seafood,4.4,1715,4.6,2616,230,Budget,56,50,32,32,334,291,76820,66930,55,Swiggy Better
7687,The Pan-Asian Point (2),Hyderabad,Pan-Asian; Street Food,4.5,958,4.3,1291,599,Mid-Range,65,61,36,39,362,226,216838,135374,56,Swiggy Better
7688,The Vietnamese Grill (9),Delhi,Vietnamese; Mediterranean,4.9,2471,4.4,2706,825,Premium,43,48,28,26,436,506,359700,417450,59,Zomato Better
7689,Golden South Point,Delhi,South Indian,4.2,1706,4.2,2101,357,Mid-Range,70,58,32,31,364,440,129948,157080,48,Zomato Better
7690,The Desserts Table (7),Mumbai,Desserts; North Indian,4.3,1671,4.5,825,539,Mid-Range,23,18,21,22,283,275,152537,148225,49,Swiggy Better
7691,Basil Bites (5),Delhi,Italian,4.5,1722,4.9,839,662,Mid-Range,48,38,26,24,344,232,227728,153584,66,Swiggy Better
7692,The Italian Bhavan (8),Delhi,Italian; Vegan,4.4,1372,4.4,1053,1024,Premium,56,51,30,33,160,153,163840,156672,55,Swiggy Better
7693,Urban Lebanese Republic,Bangalore,Lebanese; Fast Food,4.7,672,4.6,379,243,Budget,56,49,31,33,279,188,67797,45684,66,Swiggy Better
7694,The Pan-Asian Foods (7),Bangalore,Pan-Asian; Thai,3.5,529,3.7,625,234,Budget,85,74,41,36,199,222,46566,51948,41,Zomato Better
7695,Barrel Deck (5),Pune,North Indian; Cafe,4.6,783,4.7,873,161,Budget,33,31,20,25,144,184,23184,29624,52,Zomato Better
7696,Twist Bakery Tadka,Bangalore,Bakery,3.9,2390,3.6,1249,352,Mid-Range,36,32,19,20,300,304,105600,107008,26,Swiggy Better
7697,The Vietnamese Foods (7),Kolkata,Vietnamese; Thai,4.4,1894,4.5,1654,347,Mid-Range,88,79,38,39,277,196,96119,68012,49,Swiggy Better
7698,Barrel Vegan Spot,Mumbai,Vegan; North Indian,3.5,3023,3.4,3197,331,Mid-Range,33,29,24,21,386,416,127766,137696,31,Zomato Better
7699,Tandoor Street Eatery,Pune,Street Food,3.6,477,3.9,1206,454,Mid-Range,53,53,32,33,147,204,66738,92616,34,Zomato Better
7700,Silk Darbar (4),Mumbai,Chinese,4.6,2750,4.4,2138,203,Budget,53,52,29,27,389,298,78967,60494,56,Swiggy Better
7701,Zaffran Spot (4),Pune,Italian,4.1,919,3.8,531,506,Mid-Range,36,33,26,26,266,203,134596,102718,43,Swiggy Better
7702,Green Kitchen,Pune,Biryani,4.1,886,4,1874,783,Premium,83,79,42,43,142,305,111186,238815,44,Zomato Better
7703,Copper Mexican Bites,Hyderabad,Mexican; Mediterranean,4.6,3010,5,2370,256,Budget,40,39,26,28,359,305,91904,78080,61,Swiggy Better
7704,Bistro Bowl (5),Delhi,Bakery; Cafe,4.9,1183,5,3595,362,Mid-Range,40,42,25,28,432,466,156384,168692,66,Zomato Better
7705,Terrace Italian Junction (2),Pune,Italian,4.7,2001,4.7,413,563,Mid-Range,33,41,23,23,257,158,144691,88954,70,Swiggy Better
7706,Urban North Eatery,Bangalore,North Indian,4.8,2504,4.4,1758,283,Budget,32,35,20,26,380,391,107540,110653,63,Swiggy Better
7707,The Fast Corner (5),Delhi,Fast Food; Pan-Asian,4,937,3.6,1261,185,Budget,26,32,20,23,305,238,56425,44030,36,Swiggy Better
7708,The Seafood Room (6),Delhi,Seafood; Cafe,5,2041,4.7,2337,711,Premium,52,48,29,28,236,297,167796,211167,61,Zomato Better
7709,Terrace Vegan Foods,Hyderabad,Vegan; Thai,3.3,1013,3,1419,533,Mid-Range,52,54,21,30,165,163,87945,86879,28,Balanced
7710,Copper Mughlai Tadka,Delhi,Mughlai,4.4,3433,4.3,3698,289,Budget,28,23,20,21,502,499,145078,144211,68,Balanced
7711,The Fast Bar & Grill (7),Kolkata,Fast Food,5,1295,4.9,1960,475,Mid-Range,63,68,35,35,383,314,181925,149150,65,Swiggy Better
7712,The Street Express (6),Delhi,Street Food; Japanese,4.3,979,4.5,1451,3058,Luxury,36,38,23,31,178,184,544324,562672,47,Balanced
7713,Coastal Seafood Tadka,Bangalore,Seafood; Mexican,4.1,2030,4.1,1609,287,Budget,31,20,18,22,378,318,108486,91266,44,Swiggy Better
7714,Bamboo Desserts Spot,Bangalore,Desserts,4.6,1052,4.7,2690,340,Mid-Range,77,72,42,42,323,336,109820,114240,51,Zomato Better
7715,Sultan Cafe (6),Mumbai,Japanese; Street Food,4.7,1436,4.9,6212,700,Premium,40,36,26,27,405,693,283500,485100,73,Zomato Better
7716,Basil South Corner,Pune,South Indian,3.9,485,4,506,368,Mid-Range,33,35,22,25,139,184,51152,67712,40,Zomato Better
7717,Curry Korean Hub (2),Kolkata,Korean; Thai,3.4,1893,3.8,2072,361,Mid-Range,42,43,28,29,270,271,97470,97831,35,Balanced
7718,Urban Korean Kitchen Co.,Chennai,Korean,4.2,611,4.2,385,2128,Luxury,62,67,40,37,135,136,287280,289408,45,Swiggy Better
7719,The Mediterranean Bites (4),Delhi,Mediterranean,3.7,595,3.8,1335,342,Mid-Range,34,27,24,25,278,301,95076,102942,38,Balanced
7720,The Mexican Spot (4),Bangalore,Mexican,4.8,2317,5,5105,131,Budget,69,65,35,39,260,589,34060,77159,79,Zomato Better
7721,Curry Vietnamese Foods,Ahmedabad,Vietnamese; Continental,4.2,2065,4.4,327,427,Mid-Range,24,32,26,22,306,119,130662,50813,50,Swiggy Better
7722,The Seafood Express (5),Mumbai,Seafood,4,2688,3.9,1309,394,Mid-Range,39,32,24,27,459,354,180846,139476,46,Swiggy Better
7723,The Street Republic (5),Delhi,Street Food,4,1110,4.1,2470,259,Budget,19,27,18,17,251,294,65009,76146,53,Zomato Better
7724,The Chinese Kitchen Co. (6),Ahmedabad,Chinese; Biryani,4,1373,4,1022,337,Mid-Range,32,33,31,24,383,148,129071,49876,52,Swiggy Better
7725,Basil Mediterranean Corner (2),Delhi,Mediterranean,4.4,931,4.2,1445,541,Mid-Range,29,28,23,16,269,194,145529,104954,56,Swiggy Better
7726,The Lebanese Republic (6),Mumbai,Lebanese,4.8,1111,5,1672,919,Premium,27,24,20,24,205,314,188395,288566,75,Zomato Better
7727,Nawab Street Spot,Bangalore,Street Food; Biryani,4.9,2342,4.8,1787,389,Mid-Range,30,29,22,24,381,282,148209,109698,62,Swiggy Better
7728,Royal Seafood Foods,Hyderabad,Seafood,3.3,506,3,2404,323,Mid-Range,50,34,27,25,191,278,61693,89794,24,Zomato Better
7729,Spice Biryani Bar & Grill,Mumbai,Biryani; Lebanese,5,1227,4.6,1976,381,Mid-Range,43,39,27,22,302,232,115062,88392,60,Swiggy Better
7730,The Multi-Cuisine Table (4),Hyderabad,Multi-Cuisine; Vietnamese,4.7,1138,5,2493,742,Premium,51,54,32,35,265,360,196630,267120,79,Zomato Better
7731,Saffron Spot (4),Delhi,Street Food; Italian,4.6,3429,4.4,1706,462,Mid-Range,38,40,29,26,449,370,207438,170940,58,Swiggy Better
7732,The Lebanese House (9),Bangalore,Lebanese; Vegan,3.8,1277,3.9,574,367,Mid-Range,43,54,28,33,233,213,85511,78171,41,Swiggy Better
7733,Spice Table (5),Bangalore,Japanese,3.8,1920,3.8,1090,324,Mid-Range,46,43,22,30,248,330,80352,106920,43,Zomato Better
7734,Nawab Lebanese Bhavan,Kolkata,Lebanese,4.2,1421,4.6,855,264,Budget,43,38,23,21,296,288,78144,76032,51,Balanced
7735,Ember Grill (5),Delhi,Vegan,4.6,1997,4.4,1021,290,Budget,63,59,29,37,357,207,103530,60030,58,Swiggy Better
7736,The South Republic (7),Chennai,South Indian; Lebanese,4.8,2213,4.9,1298,348,Mid-Range,38,36,25,24,301,252,104748,87696,59,Swiggy Better
7737,Basil Mexican Republic,Delhi,Mexican,4.7,946,4.7,3049,240,Budget,26,29,21,24,317,371,76080,89040,59,Zomato Better
7738,The Chinese House (6),Mumbai,Chinese; Italian,4.2,1315,4.6,1158,283,Budget,19,24,12,16,308,179,87164,50657,46,Swiggy Better
7739,Golden Fast Corner,Delhi,Fast Food; Multi-Cuisine,4.1,947,4.4,1489,1688,Luxury,36,37,20,28,150,242,253200,408496,46,Zomato Better
7740,Wok North Cafe,Pune,North Indian,4.1,1807,4,620,255,Budget,40,37,28,26,266,194,67830,49470,47,Swiggy Better
7741,Lotus Lebanese Cafe,Delhi,Lebanese,4.6,2532,4.1,2045,272,Budget,50,39,25,27,371,242,100912,65824,57,Swiggy Better
7742,The Vegan Corner (8),Kolkata,Vegan,4.3,504,4.6,995,174,Budget,23,27,19,14,248,193,43152,33582,57,Swiggy Better
